744.37,0
746.37,0
748.38,0
750.38,0
752.38,0
754.38,0
756.38,0
758.39,0
760.39,0
762.39,0
764.39,0
766.4,0
768.4,0
770.4,0
772.4,0
774.4,0
776.41,0
778.41,0
780.41,0
782.41,0
784.42,0
786.42,0
788.42,0
790.42,0
792.42,0
794.43,0
796.43,0
798.43,0
800.43,0
802.43,0
804.44,0
806.44,0
808.44,0
810.44,0
812.45,0
814.45,0
816.45,0
818.45,0
820.45,0
822.46,0
824.46,0
826.46,0
828.46,0
830.46,0
832.47,0
834.47,0
836.47,0
838.47,0
840.48,0
842.48,0
844.48,0
846.48,0
848.48,0
850.49,0
852.49,0
854.49,0
856.49,0
858.5,0
860.5,0
862.5,0
864.5,0
866.5,0
868.51,0
870.51,0
872.51,0
874.51,0
876.51,0
878.52,0
880.52,0
882.52,0
884.52,0
886.53,0
888.53,0
890.53,0
892.53,0
894.53,0
896.54,0
898.54,0
900.54,0
902.54,0
904.54,0
906.55,0
908.55,0
910.55,0
912.55,0.68475
914.56,0.68475
916.56,0.26203
918.56,0.26203
920.56,0.20627
922.56,0.20627
924.57,0.74038
926.57,0.74038
928.57,1.1761
930.57,1.1761
932.58,0.46113
934.58,0.46113
936.58,0.35245
938.58,0.35245
940.58,1.2846
942.59,1.2846
944.59,1.8727
946.59,1.8727
948.59,0.66368
950.59,0.66368
952.6,0.67079
954.6,0.67079
956.6,1.8673
958.6,1.8673
960.61,0.42866
962.61,0.42866
964.61,0.33019
966.61,0.33019
968.61,0.14664
970.62,0.14664
972.62,0.60874
974.62,0.60874
976.62,0
978.62,0
980.63,0
982.63,0
984.63,0
986.63,0
988.64,0
990.64,0
992.64,0
994.64,0
996.64,0
998.65,0
1000.6,0
1002.7,0
1004.7,0
1006.7,0
1008.7,0
1010.7,0
1012.7,0
1014.7,0
1016.7,0
1018.7,0
1020.7,0
1022.7,0
1024.7,0
1026.7,0
1028.7,0
1030.7,0
1032.7,0
1034.7,0
1036.7,0
1038.7,0
1040.7,0
1042.7,0
1044.7,0
1046.7,0
1048.7,0
1050.7,0
1052.7,0
1054.7,0
1056.7,0
1058.7,0
1060.7,0
1062.7,0
1064.7,0
1066.7,0
1068.7,0
1070.7,0
1072.7,0
1074.7,0
1076.7,0
1078.7,0
1080.7,0
1082.7,0
1084.7,0
1086.7,0
1088.7,0
1090.7,0
1092.7,0
1094.8,0
1096.8,0
1098.8,0
1100.8,0
1102.8,0
1104.8,0
1106.8,0
1108.8,0
1110.8,0
1112.8,0
1114.8,0
1116.8,0
1118.8,0
1120.8,0
1122.8,0
1124.8,0
1126.8,0
1128.8,0
1130.8,0
1132.8,0
1134.8,0
1136.8,0
1138.8,0
1140.8,0
1142.8,0
1144.8,0
1146.8,0
1148.8,0
1150.8,0
1152.8,0
1154.8,0
1156.8,0
1158.8,0
1160.8,0
1162.8,0
1164.8,0
1166.8,0
1168.8,0.93283
1170.8,0.93283
1172.8,0.93283
1174.8,0.93283
1176.8,4.2299
1178.8,4.2299
1180.8,4.2299
1182.8,4.2299
1184.8,2.6252
1186.8,2.6252
1188.9,2.6252
1190.9,2.6252
1192.9,0.74542
1194.9,0.74542
1196.9,0.74542
1198.9,0.74542
1200.9,0.93676
1202.9,0.93676
1204.9,0.93676
1206.9,0.93676
1208.9,2.4122
1210.9,2.4122
1212.9,2.4122
1214.9,2.4122
1216.9,1.0255
1218.9,1.0255
1220.9,1.0255
1222.9,1.0255
1224.9,2.3415
1226.9,2.3415
1228.9,2.3415
1230.9,2.3415
1232.9,0.42456
1234.9,0.42456
1236.9,0.42456
1238.9,0.42456
1240.9,0.42456
1242.9,0.42456
1244.9,0.42456
1246.9,0.42456
1248.9,0.42456
1250.9,0.42456
1252.9,0.42456
1254.9,0.42456
1256.9,0.42456
1258.9,0.42456
1260.9,0.42456
1262.9,0.42456
1264.9,1.949
1266.9,1.949
1268.9,1.949
1270.9,1.949
1272.9,1.949
1274.9,1.949
1276.9,1.949
1278.9,1.949
1281,1.949
1283,1.949
1285,1.949
1287,1.949
1289,1.949
1291,1.949
1293,1.949
1295,1.949
1297,2.4368
1299,2.4368
1301,2.4368
1303,2.4368
1305,2.4368
1307,2.4368
1309,2.4368
1311,2.4368
1313,2.4368
1315,2.4368
1317,2.4368
1319,2.4368
1321,2.4368
1323,2.4368
1325,2.4368
1327,2.4368
1329,5.9484
1331,5.9484
1333,5.9484
1335,5.9484
1337,5.9484
1339,5.9484
1341,5.9484
1343,5.9484
1345,5.9484
1347,5.9484
1349,5.9484
1351,5.9484
1353,5.9484
1355,5.9484
1357,5.9484
1359,5.9484
1361,0
1363,0
1365,0
1367,0
1369,0
1371,0
1373.1,0
1375.1,0
1377.1,0
1379.1,0
1381.1,0
1383.1,0
1385.1,0
1387.1,0
1389.1,0
1391.1,0
1393.1,0
1395.1,0
1397.1,0
1399.1,0
1401.1,0
1403.1,0
1405.1,0
1407.1,0
1409.1,0
1411.1,0
1413.1,0
1415.1,0
1417.1,0
1419.1,0
1421.1,0
1423.1,0
1425.1,0
1427.1,0
1429.1,0
1431.1,0
1433.1,0
1435.1,0
1437.1,0
1439.1,0
1441.1,0
1443.1,0
1445.1,0
1447.1,0
1449.1,0
1451.1,0
1453.1,0
1455.1,0
1457.1,0
1459.1,0
1461.1,0
1463.1,0
1465.2,0
1467.2,0
1469.2,0
1471.2,0
1473.2,0
1475.2,0
1477.2,0
1479.2,0
1481.2,0
1483.2,0
1485.2,0
1487.2,0
1489.2,0
1491.2,0
1493.2,0
1495.2,0
1497.2,0
1499.2,0
1501.2,0
1503.2,0
1505.2,0
1507.2,0
1509.2,0
1511.2,0
1513.2,0
1515.2,0
1517.2,0
1519.2,0
1521.2,0
1523.2,0
1525.2,0
1527.2,0
1529.2,0
1531.2,0
1533.2,0
1535.2,0
1537.2,0
1539.2,0
1541.2,0
1543.2,0
1545.2,0
1547.2,0
1549.2,0
1551.2,0
1553.2,0
1555.2,0
1557.2,0
1559.3,0
1561.3,0
1563.3,0
1565.3,0
1567.3,0
1569.3,0
1571.3,0
1573.3,0
1575.3,0
1577.3,0
1579.3,0
1581.3,0
1583.3,0
1585.3,0
1587.3,0
1589.3,0
1591.3,0
1593.3,0
1595.3,0
1597.3,0
1599.3,0
1601.3,0
1603.3,0
1605.3,0
1607.3,0
1609.3,0
1611.3,0
1613.3,0
1615.3,0
1617.3,0
1619.3,0
1621.3,0
1623.3,0
1625.3,0
1627.3,0
1629.3,0
1631.3,0
1633.3,0
1635.3,0
1637.3,0
1639.3,0
1641.3,0
1643.3,0
1645.3,0
1647.3,0
1649.3,0
1651.4,0
1653.4,0
1655.4,0
1657.4,0
1659.4,0
1661.4,0
1663.4,0
1665.4,0
1667.4,0
1669.4,0
1671.4,0
1673.4,0
1675.4,0
1677.4,0
1679.4,0
1681.4,0
1683.4,0
1685.4,0
1687.4,0
1689.4,0
1691.4,0
1693.4,0
1695.4,0
1697.4,0
1699.4,0
1701.4,0
1703.4,0
1705.4,0
1707.4,0
1709.4,0
1711.4,0
1713.4,0
1715.4,0
1717.4,0
1719.4,0
1721.4,0
1723.4,0
1725.4,0
1727.4,0
1729.4,0
1731.4,0
1733.4,0
1735.4,0
1737.4,0
1739.4,0
1741.4,0
1743.5,0
1745.5,0
1747.5,0
1749.5,0
1751.5,0
1753.5,0
1755.5,0
1757.5,0
1759.5,0
1761.5,0
1763.5,0
1765.5,0
1767.5,0
1769.5,0
1771.5,0
1773.5,0
1775.5,0
1777.5,0
1779.5,0
1781.5,0
1783.5,0
1785.5,0
1787.5,0
1789.5,0
1791.5,0
1793.5,0
1795.5,0
1797.5,0
1799.5,0
1801.5,0
1803.5,0
1805.5,0
1807.5,0
1809.5,1.2725
1811.5,1.2725
1813.5,1.2725
1815.5,1.2725
1817.5,1.2725
1819.5,1.2725
1821.5,1.2725
1823.5,1.2725
1825.5,0.35153
1827.5,0.35153
1829.5,0.35153
1831.5,0.35153
1833.5,0.35153
1835.6,0.35153
1837.6,0.35153
1839.6,0.35153
1841.6,0.30942
1843.6,0.30942
1845.6,0.30942
1847.6,0.30942
1849.6,0.30942
1851.6,0.30942
1853.6,0.30942
1855.6,0.30942
1857.6,0.57003
1859.6,0.57003
1861.6,0.57003
1863.6,0.57003
1865.6,0.57003
1867.6,0.57003
1869.6,0.57003
1871.6,0.57003
1873.6,0
1875.6,0
1877.6,0
1879.6,0
1881.6,0
1883.6,0
1885.6,0
1887.6,0
1889.6,0
1891.6,0
1893.6,0
1895.6,0
1897.6,0
1899.6,0
1901.6,0
1903.6,0
1905.6,0
1907.6,0
1909.6,0
1911.6,0
1913.6,0
1915.6,0
1917.6,0
1919.6,0
1921.6,0
1923.6,0
1925.6,0
1927.6,0
1929.7,0
1931.7,0
1933.7,0
1935.7,0
1937.7,0
1939.7,0
1941.7,0
1943.7,0
1945.7,0
1947.7,0
1949.7,0
1951.7,0
1953.7,0
1955.7,0
1957.7,0
1959.7,0
1961.7,0
1963.7,0
1965.7,0
1967.7,0
1969.7,0
1971.7,0
1973.7,0
1975.7,0
1977.7,0
1979.7,0
1981.7,0
1983.7,0
1985.7,0
1987.7,0
1989.7,0
1991.7,0
1993.7,0
1995.7,0
1997.7,0
1999.7,0
2001.7,0
2003.7,0
2005.7,0
2007.7,0
2009.7,0
2011.7,0
2013.7,0
2015.7,0
2017.7,0
2019.7,0
2021.8,0
2023.8,0
2025.8,0
2027.8,0
2029.8,0
2031.8,0
2033.8,0
2035.8,0
2037.8,0
2039.8,0
2041.8,0
2043.8,0
2045.8,0
2047.8,0
2049.8,0
2051.8,0
2053.8,0
2055.8,0
2057.8,0
2059.8,0
2061.8,0
2063.8,0
2065.8,0
2067.8,0
2069.8,0
2071.8,0
2073.8,0
2075.8,0
2077.8,0
2079.8,0
2081.8,0
2083.8,0
2085.8,0
2087.8,0
2089.8,0
2091.8,0
2093.8,0
2095.8,0
2097.8,0
2099.8,0
2101.8,0
2103.8,0
2105.8,0
2107.8,0
2109.8,0
2111.8,0
2113.9,0
2115.9,0
2117.9,0
2119.9,0
2121.9,0
2123.9,0
2125.9,0
2127.9,0
2129.9,0
2131.9,0
2133.9,0
2135.9,0
2137.9,0
2139.9,0
2141.9,0
2143.9,0
2145.9,0
2147.9,0
2149.9,0
2151.9,0
2153.9,0
2155.9,0
2157.9,0
2159.9,0
2161.9,0
2163.9,0
2165.9,0
2167.9,0
2169.9,0
2171.9,0
2173.9,0
2175.9,0
2177.9,0
2179.9,0
2181.9,0
2183.9,0
2185.9,0
2187.9,0
2189.9,0
2191.9,0
2193.9,0
2195.9,0
2197.9,0
2199.9,0
2201.9,0
2203.9,0
2206,0
2208,0
2210,0
2212,0
2214,0
2216,0
2218,0
2220,0
2222,0
2224,0
2226,0
2228,0
2230,0
2232,0
2234,0
2236,0
2238,0
2240,0
2242,0
2244,0
2246,0
2248,0
2250,0
2252,0
